Fund,APIR Code,const,Global Duration,Global Credit,Global High Yield,Currency,EM Debt,Classification,Classification #2,Tracking Error,Number of Months with Data,Fund
UBS Global Credit Fund,UBS13AU,4.417004147527259,8.220412386083437,8.361113968689335,-3.0064907347668206,3.74953758690443,6.729925113406147,Global Credit,Global Duration,0.035431680520805524,244,UBS Global Credit Fund
CFS Janus Henderson Diversified Credit,FSF84AU,5.03005585090775,1.8146583446299955,2.5689282048027526,11.253157427593496,0.8702400960124029,1.1738221852378825,Global High Yield,nan,0.04092540376837769,244,CFS Janus Henderson Diversified Credit
PIMCO Global Credit Fund,ETL114AU,9.0104828220141,7.810654320578972,4.141758204203393,-2.4295667273577153,5.084004944576445,8.868810606890053,Global Duration,Global Credit,0.03036165094853895,244,PIMCO Global Credit Fund
PIMCO Global Credit W,ETL19AU,8.939419698299442,7.813358169805233,4.1314314252487225,-2.410159345878266,5.087364558076341,8.856555312641877,Global Duration,Global Credit,0.030337636147663133,244,PIMCO Global Credit W
Robeco SDG Credit Income (AUD Hdg) C,ETL6785AU,1.069907478745712,2.289106154533617,2.0008847790509687,-0.0012044249064160715,0.9738455480449776,0.8857610179259555,Alpha,nan,0.03906864481255851,26,Robeco SDG Credit Income (AUD Hdg) C
Challenger IM Credit Income A,HOW813AU,8.228092127348324,3.330990606346587,0.6521679174772312,4.987132707006793,-1.981902723306776,-1.109325513741361,Global High Yield,Global Duration,0.03688502755924544,46,Challenger IM Credit Income A
Robeco SDG Credit Income (AUD Hdg) B,ETL771AU,0.9805542290630251,4.517855647869581,2.9395038992612785,1.4803109827409182,0.4020080589574321,0.6471462782710633,Global Duration,Global Credit,0.03510522993453568,44,Robeco SDG Credit Income (AUD Hdg) B
Robeco SDG Credit Income (AUD Hdg) A,ETL6171AU,1.0257762246477693,4.562424460557318,2.8864183584753365,1.5573499554800982,0.3583886395277719,0.5984028075162493,Global Duration,Global Credit,0.035155557001548945,44,Robeco SDG Credit Income (AUD Hdg) A
Challenger IM Credit Income P,HOW829AU,4.5343127784562,1.9022796252125638,1.3698974053753978,3.6374531198457327,-0.9906909085909179,0.27116226620999456,Global High Yield,nan,0.036784203456765176,58,Challenger IM Credit Income P
Vanguard Active Global Credit Bond,VAN3932AU,1.2523988397759758,10.771483980495665,9.30549962736837,-0.4481930468698184,-1.335471569562791,-0.1997517814787117,Global Duration,Global Credit,0.0347236635570026,57,Vanguard Active Global Credit Bond
BlackRock Fixed Inc Glb Oppos (Aust) E,BLK1AU,-1.1641796735663739,1.6100990040239411,1.188270424511697,1.3759751161558225,0.21140659344520987,0.26677823780080195,Alpha,nan,0.048550779863508114,102,BlackRock Fixed Inc Glb Oppos (Aust) E
Schroder Global Corporate Bond Fund - IC,SCH77AU,3.2032555912563603,6.928156340918308,8.324833548739154,-2.0960808586141866,3.8586760156944218,5.710678499852949,Global Credit,Global Duration,0.03845931665814776,145,Schroder Global Corporate Bond Fund - IC
Schroder Australian Hi Yielding Crdt -IC,SCH5AU,3.6571573019484767,2.3766695091917964,1.2858927086795144,8.007231732712246,-1.602249947838869,-0.6253318807496971,Global High Yield,nan,0.04808609578680415,244,Schroder Australian Hi Yielding Crdt -IC
Challenger IM Credit Income I,HOW55AU,7.015507391839018,0.9110814365684582,0.2353910373251983,3.993087752729509,0.24056860901393304,1.3191990036191128,Global High Yield,nan,0.03472911654801736,82,Challenger IM Credit Income I
Bentham Asset Backed Securities I,HOW2852AU,1.804713466913838,1.4307235841859334,0.11401453484971476,2.1204910653006745,0.9343725377218723,1.7767183796306172,Alpha,nan,0.03584529817349928,93,Bentham Asset Backed Securities I
BlackRock Fixed Income Global Opps Cl D,BLK3AU,1.5490865503180014,3.0292006764683377,3.736048786610431,1.764177836686052,2.0060949861252997,2.3314953397768474,Global Credit,Global Duration,0.027987423891381043,120,BlackRock Fixed Income Global Opps Cl D
Mercer Global Credit Fund,MIN32AU,5.403069487637318,6.2093095574487,7.963645811534681,-4.362261235732173,5.915483366455659,8.895767385730412,Global Credit,Global Duration,0.030242710605752062,174,Mercer Global Credit Fund
