Fund,APIR Code,const,Domestic Credit,Domestic Duration,Domestic FRN,Currency,Classification,Classification #2,Tracking Error,Number of Months with Data,Fund
Kapstream WS Plus Absolute Return Income,BTA539AU,-3.2370409569053034,4.609304229245849,3.0714556165060523,6.332592144859197,0.07648102909492457,Domestic FRN,Domestic Credit,0.0228663802068568,117,Kapstream WS Plus Absolute Return Income
Coolabah Short Term Income Assisted Inv,SLT52AU,-1.774061759136744,0.5633213777681276,-1.9339530179076339,9.898580928069375,3.0681667617480644,Domestic FRN,nan,0.026412602726655493,120,Coolabah Short Term Income Assisted Inv
Torica Absolute Return Income Fund,MST2AU,-0.23408883449489232,3.31557551019138,2.2881660668011086,5.945185591187676,1.3595833678983593,Domestic FRN,Domestic Credit,0.02746585680710198,135,Torica Absolute Return Income Fund
Kapstream Absolute Return Income Class I,HOW165AU,0.2990423048282036,4.712653192029184,3.9771812244307525,3.4519605931286304,2.5756938440792085,Domestic Credit,Domestic Duration,0.021173813529591228,207,Kapstream Absolute Return Income Class I
SPW Global Growth,SIA1AU,-1.071576854648893,0.5789578237651604,-1.5826136407460696,2.244709918474483,-1.493693140391938,Alpha,nan,0.13760548602987105,179,SPW Global Growth
Kapstream Absolute Return Income,HOW52AU,-1.9680268222726545,6.980882540548536,4.447462416935047,4.415475083800479,1.6306168235409317,Domestic Credit,Domestic Duration,0.020696049183691105,207,Kapstream Absolute Return Income
Pendal Credit Income Fund,RFA65AU,0.5539388749778864,-1.37912531514462,14.165453010282175,10.321780226346394,2.011359213070972,Domestic Duration,Domestic FRN,0.019724275576437304,207,Pendal Credit Income Fund
MLC MultiActive Cash Enhanced,IOF91AU,-3.1178980166130916,4.751444516995868,-1.9375040898099805,17.69219487664711,1.599782237933955,Cash,nan,0.02250713642532845,196,MLC MultiActive Cash Enhanced
Russell Aus Cash Enhanced Fund Class A,RIM37AU,-0.9275530535377605,2.2855222029095406,-0.1762655504280199,12.23642001223331,1.0004625157121343,Cash,nan,0.022369498747725446,236,Russell Aus Cash Enhanced Fund Class A
Perpetual Exact Market Return,PER258AU,0.8640695662681435,-1.309134211862718,-0.334151297296497,0.3804854139249019,0.8311296316359165,Alpha,nan,0.02213769859642863,234,Perpetual Exact Market Return
Perpetual High Grade Floating Rate,PER265AU,0.7535196325448225,1.490600239784899,-0.31249908549052074,13.81121771073673,3.6714889628956264,Domestic FRN,nan,0.022710591438183318,244,Perpetual High Grade Floating Rate
Janus Henderson Cnsrv Fxd Intst,IOF47AU,-3.0218133780653225,5.298798268862802,-0.07027960820125602,15.21695908946291,1.8432291315338152,Domestic FRN,Domestic Credit,0.02200507801891173,244,Janus Henderson Cnsrv Fxd Intst
Pendal Short Term Income Securities Fd,WFS377AU,1.2396738131187346,0.240241658108242,-0.9800680884643389,14.635459926576154,-1.4030912780512417,Cash,nan,0.02177551504909036,244,Pendal Short Term Income Securities Fd
Macquarie Australian Diversified Inc Fd,MAQ24AU,1.682482559274552,-0.5080458580154235,3.9289861420363854,20.493078913290603,2.17893331961488,Domestic FRN,Domestic Duration,0.021568542179412172,244,Macquarie Australian Diversified Inc Fd
Australian Ethical Income,AUG3AU,-1.1605644410009444,-2.719928457644918,0.28550538764974337,7.740568961807115,-1.80514535429727,Domestic FRN,nan,0.022280987241161666,244,Australian Ethical Income
Vanguard Short Term Fixed Interest,VAN12AU,-5.014300629035692,9.27605276528779,12.493587936609565,-4.925900777757212,-1.1131370167430568,Domestic Duration,Domestic Credit,0.01923739510365105,244,Vanguard Short Term Fixed Interest
Macquarie Conservative Income,MAQ6AU,-5.257633624772816,-1.9031948849261315,-0.008301186072854414,10.67899065767044,-2.3458211729066405,Domestic FRN,nan,0.02161796357435593,244,Macquarie Conservative Income
Fiducian Capital Safe,FPS1AU,-4.903532948152279,-0.2407269662702598,-2.1751410135496516,12.101990976338179,1.3319896885692766,Domestic FRN,nan,0.021945520580682432,244,Fiducian Capital Safe
